user_sequence,challenge
9095_13,CI27044
9098_13,CI23667
9099_13,CI28577
9100_13,CI25101
9102_13,CI24117
9106_13,CI26931
9110_13,CI24440
9112_13,CI23856
9113_13,CI26214
9118_13,CI23887
9125_13,CI24187
9128_13,CI26903
9129_13,CI28576
9130_13,CI26162
9135_13,CI27037
9138_13,CI26220
9142_13,CI24532
9143_13,CI24937
9144_13,CI26903
9147_13,CI27797
9153_13,CI26902
9154_13,CI26212
9157_13,CI27677
9162_13,CI24942
9164_13,CI28571
9165_13,CI28569
9166_13,CI26220
9169_13,CI26218
9173_13,CI23933
9175_13,CI26903
9186_13,CI26941
9191_13,CI26903
9200_13,CI27799
9202_13,CI24532
9204_13,CI26910
9205_13,CI26903
9206_13,CI26961
9207_13,CI24992
9212_13,CI26218
9213_13,CI27749
9217_13,CI28576
9221_13,CI26855
9222_13,CI26902
9223_13,CI24876
9225_13,CI24935
9228_13,CI28479
9229_13,CI26902
9231_13,CI24261
9238_13,CI23663
9241_13,CI26913
9245_13,CI27662
9264_13,CI24915
9265_13,CI24944
9268_13,CI28574
9272_13,CI25124
9273_13,CI26213
9275_13,CI26220
9278_13,CI26203
9279_13,CI28570
9280_13,CI24958
9281_13,CI24958
9282_13,CI26220
9284_13,CI23691
9286_13,CI24138
9287_13,CI26951
9296_13,CI26903
9297_13,CI26954
9301_13,CI26219
9304_13,CI26167
9306_13,CI23848
9310_13,CI26905
9315_13,CI24958
9320_13,CI26189
9321_13,CI26902
9323_13,CI23546
9324_13,CI26055
9326_13,CI23975
9328_13,CI26213
9329_13,CI24527
9339_13,CI27797
9346_13,CI24931
9347_13,CI24958
9355_13,CI24871
9360_13,CI24029
9364_13,CI26902
9366_13,CI26926
9368_13,CI26162
9371_13,CI24448
9375_13,CI23880
9376_13,CI24228
9377_13,CI27665
9378_13,CI26943
9380_13,CI26949
9385_13,CI23766
9386_13,CI26952
9387_13,CI26221
9388_13,CI24957
9392_13,CI25140
9393_13,CI24534
9394_13,CI25143
9395_13,CI26961
9401_13,CI26219
9402_13,CI26220
9407_13,CI26907
9409_13,CI24530
9410_13,CI26902
9414_13,CI24621
9415_13,CI25124
9416_13,CI24868
9417_13,CI25103
9418_13,CI24081
9419_13,CI26221
9422_13,CI24525
9429_13,CI26910
9431_13,CI24953
9438_13,CI24527
9439_13,CI24117
9440_13,CI26920
9442_13,CI26221
9444_13,CI26905
9445_13,CI26955
9446_13,CI26051
9453_13,CI23714
9454_13,CI24532
9464_13,CI23691
9466_13,CI27807
9474_13,CI26218
9475_13,CI27673
9476_13,CI24230
9477_13,CI26218
9479_13,CI26219
9482_13,CI26220
9486_13,CI24524
9488_13,CI24952
9494_13,CI24951
9498_13,CI24866
9499_13,CI23766
9500_13,CI26214
9502_13,CI26905
9504_13,CI23663
9506_13,CI26939
9515_13,CI26215
9516_13,CI26221
9517_13,CI26952
9519_13,CI23648
9522_13,CI24530
9526_13,CI24872
9529_13,CI23975
9532_13,CI26903
9533_13,CI26219
9537_13,CI24940
9538_13,CI26940
9539_13,CI23848
9541_13,CI26212
9542_13,CI23933
9543_13,CI26927
9544_13,CI26219
9545_13,CI26159
9546_13,CI25057
9548_13,CI23663
9549_13,CI24607
9550_13,CI23913
9553_13,CI26220
9555_13,CI26213
9566_13,CI24958
9568_13,CI23691
9575_13,CI26903
9580_13,CI26923
9581_13,CI26220
9585_13,CI26903
9586_13,CI25124
9588_13,CI25125
9590_13,CI26168
9594_13,CI24530
9596_13,CI26832
9597_13,CI23714
9599_13,CI24531
9606_13,CI23848
9608_13,CI24955
9609_13,CI26215
9613_13,CI26902
9614_13,CI26904
9615_13,CI24840
9620_13,CI24530
9622_13,CI24530
9628_13,CI26167
9629_13,CI23999
9639_13,CI26911
9642_13,CI23714
9643_13,CI24915
9647_13,CI26213
9648_13,CI26215
9650_13,CI26213
9652_13,CI26902
9655_13,CI26167
9658_13,CI25458
9662_13,CI23933
9664_13,CI26941
9665_13,CI27044
9672_13,CI24117
9673_13,CI23663
9676_13,CI24527
9677_13,CI26220
9679_13,CI24958
9682_13,CI26904
9683_13,CI26220
9684_13,CI25056
9686_13,CI24866
9692_13,CI27681
9694_13,CI23975
9695_13,CI24187
9698_13,CI25056
9699_13,CI24003
9703_13,CI26903
9704_13,CI24529
9706_13,CI26902
9707_13,CI25126
9719_13,CI26213
9726_13,CI24530
9727_13,CI23663
9737_13,CI24525
9739_13,CI25177
9742_13,CI26903
9750_13,CI26213
9753_13,CI28567
9756_13,CI26954
9762_13,CI28582
9767_13,CI26054
9771_13,CI26219
9779_13,CI23933
9780_13,CI28578
9783_13,CI26162
9784_13,CI23856
9786_13,CI26905
9787_13,CI27791
9792_13,CI24531
9796_13,CI28569
9798_13,CI24138
9804_13,CI26213
9805_13,CI24070
9806_13,CI28578
9809_13,CI25074
9810_13,CI26213
9811_13,CI28576
9815_13,CI25057
9819_13,CI26215
9820_13,CI26215
9821_13,CI26955
9822_13,CI26903
9831_13,CI23691
9833_13,CI27028
9843_13,CI27671
9844_13,CI27807
9845_13,CI27665
9848_13,CI24940
9850_13,CI27664
9851_13,CI26941
9852_13,CI26162
9853_13,CI26167
9855_13,CI24875
9856_13,CI23769
9857_13,CI26902
9858_13,CI26921
9862_13,CI26943
9863_13,CI26942
9870_13,CI24622
9871_13,CI26220
9874_13,CI26216
9875_13,CI27805
9876_13,CI25135
9878_13,CI25149
9885_13,CI24187
9886_13,CI26948
9887_13,CI24943
9891_13,CI28574
9892_13,CI24866
9893_13,CI24972
9895_13,CI26905
9896_13,CI23933
9901_13,CI23848
9906_13,CI28253
9910_13,CI26902
9912_13,CI26168
9913_13,CI24261
9916_13,CI26193
9917_13,CI25302
9918_13,CI25126
9923_13,CI27797
9929_13,CI24879
9930_13,CI26902
9936_13,CI26213
9937_13,CI26910
9943_13,CI26217
9947_13,CI25135
9948_13,CI24921
9949_13,CI25126
9950_13,CI24968
9951_13,CI24418
9952_13,CI25125
9954_13,CI24184
9957_13,CI26835
9958_13,CI23546
9963_13,CI26832
9967_13,CI26220
9968_13,CI23714
9973_13,CI26902
9974_13,CI24876
9978_13,CI24522
9980_13,CI24953
9987_13,CI26214
9989_13,CI23975
9990_13,CI27968
9991_13,CI26220
9993_13,CI26909
9994_13,CI23933
9997_13,CI23791
10005_13,CI26218
10010_13,CI28569
10011_13,CI26907
10014_13,CI23663
10017_13,CI26949
10018_13,CI24962
10019_13,CI27677
10022_13,CI26910
10023_13,CI24459
10025_13,CI26216
10026_13,CI26219
10032_13,CI23691
10040_13,CI26215
10041_13,CI24927
10046_13,CI26990
10047_13,CI26952
10049_13,CI26220
10050_13,CI26218
10052_13,CI26216
10054_13,CI23663
10057_13,CI27037
10060_13,CI23546
10061_13,CI25126
10062_13,CI26218
10063_13,CI25175
10064_13,CI26213
10065_13,CI27671
10070_13,CI26159
10071_13,CI26904
10073_13,CI26218
10075_13,CI26903
10076_13,CI26213
10081_13,CI26902
10082_13,CI23691
10083_13,CI23648
10084_13,CI26195
10085_13,CI26903
10086_13,CI26221
10088_13,CI26215
10090_13,CI26215
10091_13,CI27041
10092_13,CI25260
10098_13,CI26217
10100_13,CI23663
10104_13,CI26215
10105_13,CI26934
10106_13,CI23830
10108_13,CI26167
10109_13,CI26154
10116_13,CI23714
10119_13,CI27666
10120_13,CI24031
10121_13,CI24530
10122_13,CI28571
10123_13,CI24958
10124_13,CI26218
10126_13,CI23909
10132_13,CI26909
10134_13,CI28578
10136_13,CI23714
10137_13,CI24527
10140_13,CI26161
10145_13,CI23848
10146_13,CI26159
10147_13,CI25057
10149_13,CI26219
10152_13,CI26952
10164_13,CI23766
10165_13,CI26158
10166_13,CI24203
10169_13,CI26194
10171_13,CI28577
10174_13,CI28577
10175_13,CI25136
10181_13,CI28580
10183_13,CI26941
10188_13,CI26910
10193_13,CI24527
10194_13,CI24876
10195_13,CI25075
10196_13,CI23848
10197_13,CI26051
10199_13,CI26907
10200_13,CI26952
10201_13,CI24917
10202_13,CI26159
10203_13,CI26213
10204_13,CI24531
10205_13,CI23887
10206_13,CI26926
10210_13,CI23546
10211_13,CI26212
10216_13,CI26905
10218_13,CI26170
10220_13,CI23765
10223_13,CI26831
10224_13,CI24530
10227_13,CI27666
10228_13,CI24968
10230_13,CI26903
10231_13,CI26902
10240_13,CI23769
10244_13,CI23691
10245_13,CI24867
10251_13,CI23663
10252_13,CI24962
10256_13,CI26214
10257_13,CI26219
10258_13,CI24445
10260_13,CI26903
10263_13,CI24876
10264_13,CI26218
10267_13,CI26908
10271_13,CI26926
10272_13,CI26907
10273_13,CI28583
10274_13,CI27040
10277_13,CI28575
10278_13,CI26907
10280_13,CI23667
10283_13,CI26904
10286_13,CI25728
10288_13,CI24953
10293_13,CI26903
10297_13,CI27037
10303_13,CI23781
10304_13,CI27806
10308_13,CI24138
10309_13,CI25124
10310_13,CI24970
10319_13,CI27798
10320_13,CI26984
10323_13,CI23933
10324_13,CI24953
10325_13,CI27671
10326_13,CI23848
10329_13,CI26949
10331_13,CI25127
10335_13,CI26903
10337_13,CI26910
10340_13,CI23848
10343_13,CI23856
10347_13,CI26213
10348_13,CI26213
10349_13,CI23968
10351_13,CI23546
10352_13,CI25135
10353_13,CI24958
10356_13,CI26903
10361_13,CI25732
10362_13,CI25302
10363_13,CI26952
10364_13,CI23769
10369_13,CI28580
10371_13,CI26909
10375_13,CI26903
10382_13,CI23855
10383_13,CI26162
10384_13,CI26213
10385_13,CI26213
10387_13,CI26218
10390_13,CI25074
10400_13,CI26219
10402_13,CI26214
10404_13,CI26921
10405_13,CI26927
10409_13,CI23887
10411_13,CI26902
10413_13,CI26920
10414_13,CI23663
10420_13,CI28579
10421_13,CI26961
10424_13,CI24187
10432_13,CI28576
10435_13,CI26904
10436_13,CI25740
10437_13,CI23933
10439_13,CI24187
10441_13,CI26170
10444_13,CI26215
10445_13,CI24866
10448_13,CI24531
10451_13,CI26909
10452_13,CI26501
10453_13,CI25141
10454_13,CI23667
10455_13,CI24228
10456_13,CI25135
10461_13,CI26214
10464_13,CI26934
10465_13,CI28578
10470_13,CI24138
10473_13,CI24929
10474_13,CI26216
10482_13,CI24532
10485_13,CI26052
10491_13,CI26215
10494_13,CI26920
10498_13,CI25052
10499_13,CI27665
10503_13,CI26215
10504_13,CI25125
10505_13,CI26953
10506_13,CI24534
10508_13,CI26903
10510_13,CI24968
10511_13,CI24955
10514_13,CI26903
10517_13,CI23769
10520_13,CI23714
10522_13,CI26220
10527_13,CI26910
10530_13,CI28581
10531_13,CI24532
10534_13,CI26943
10539_13,CI26211
10540_13,CI28574
10542_13,CI26215
10545_13,CI24081
10547_13,CI25124
10548_13,CI23848
10549_13,CI27669
10550_13,CI26167
10552_13,CI24953
10553_13,CI26955
10554_13,CI26219
10557_13,CI26211
10559_13,CI26943
10561_13,CI26942
10562_13,CI26907
10563_13,CI26052
10564_13,CI26213
10573_13,CI27451
10576_13,CI26908
10579_13,CI26955
10581_13,CI23714
10585_13,CI23856
10587_13,CI28571
10589_13,CI27037
10592_13,CI24956
10593_13,CI28240
10594_13,CI24138
10595_13,CI27665
10596_13,CI27669
10597_13,CI24958
10599_13,CI26909
10602_13,CI26903
10606_13,CI23714
10608_13,CI26216
10610_13,CI26214
10611_13,CI28569
10612_13,CI23663
10615_13,CI27456
10618_13,CI23975
10619_13,CI28574
10630_13,CI26220
10631_13,CI26212
10633_13,CI23848
10636_13,CI24527
10637_13,CI26907
10638_13,CI28575
10639_13,CI28581
10640_13,CI26905
10644_13,CI26905
10646_13,CI26212
10647_13,CI28582
10648_13,CI24527
10650_13,CI24958
10654_13,CI25110
10655_13,CI26837
10659_13,CI24188
10660_13,CI26903
10662_13,CI26940
10663_13,CI26930
10665_13,CI26954
10667_13,CI24944
10674_13,CI23648
10679_13,CI26218
10681_13,CI26213
10693_13,CI24953
10694_13,CI25057
10695_13,CI28581
10703_13,CI26220
10705_13,CI25126
10706_13,CI26221
10707_13,CI23933
10708_13,CI24458
10711_13,CI23663
10712_13,CI27671
10713_13,CI26903
10719_13,CI26220
10721_13,CI26217
10722_13,CI26902
10725_13,CI26930
10726_13,CI25126
10733_13,CI26877
10735_13,CI26220
10737_13,CI28574
10740_13,CI25126
10751_13,CI26928
10754_13,CI28586
10757_13,CI23933
10758_13,CI27673
10759_13,CI26220
10760_13,CI27910
10761_13,CI26220
10763_13,CI28585
10765_13,CI25732
10766_13,CI26214
10770_13,CI26221
10776_13,CI26905
10788_13,CI26216
10790_13,CI24138
10794_13,CI26220
10797_13,CI24533
10798_13,CI24866
10799_13,CI26909
10800_13,CI23714
10805_13,CI25141
10806_13,CI26911
10809_13,CI26213
10820_13,CI26902
10821_13,CI26902
10823_13,CI26212
10824_13,CI26902
10825_13,CI23913
10828_13,CI26193
10829_13,CI26052
10832_13,CI26907
10835_13,CI25126
10836_13,CI26905
10841_13,CI27671
10842_13,CI26903
10845_13,CI25126
10847_13,CI26902
10853_13,CI25727
10854_13,CI25124
10857_13,CI24926
10860_13,CI25499
10861_13,CI23697
10862_13,CI24968
10863_13,CI28567
10865_13,CI24876
10866_13,CI25497
10877_13,CI23829
10878_13,CI26217
10880_13,CI26913
10881_13,CI26913
10882_13,CI23663
10886_13,CI26907
10888_13,CI26217
10890_13,CI27045
10891_13,CI25075
10895_13,CI24876
10898_13,CI26910
10901_13,CI26167
10902_13,CI24138
10903_13,CI27670
10908_13,CI26907
10909_13,CI25075
10911_13,CI26905
10913_13,CI26908
10916_13,CI28575
10917_13,CI23839
10918_13,CI27044
10926_13,CI23855
10930_13,CI24604
10931_13,CI23769
10934_13,CI24187
10936_13,CI24867
10937_13,CI24969
10941_13,CI26213
10943_13,CI26913
10948_13,CI26215
10950_13,CI26216
10953_13,CI24962
10959_13,CI24532
10961_13,CI24031
10962_13,CI24940
10964_13,CI23856
10965_13,CI26902
10967_13,CI23546
10968_13,CI26910
10974_13,CI28569
10978_13,CI26903
10984_13,CI26444
10987_13,CI26921
10988_13,CI24958
10989_13,CI26218
10990_13,CI26952
10991_13,CI23933
10992_13,CI24230
10993_13,CI24530
10996_13,CI26215
11000_13,CI26161
11003_13,CI24915
11009_13,CI24958
11014_13,CI26949
11017_13,CI26920
11018_13,CI24522
11019_13,CI26197
11021_13,CI23691
11022_13,CI24723
11024_13,CI27365
11027_13,CI27805
11028_13,CI27678
11030_13,CI26213
11031_13,CI24530
11034_13,CI28580
11036_13,CI24953
11038_13,CI25126
11039_13,CI26941
11040_13,CI23667
11041_13,CI26903
11054_13,CI26952
11057_13,CI26925
11058_13,CI26954
11060_13,CI26953
11063_13,CI23714
11065_13,CI24252
11067_13,CI26907
11068_13,CI24915
11069_13,CI26381
11078_13,CI26219
11080_13,CI25106
11084_13,CI26051
11085_13,CI26943
11086_13,CI24274
11087_13,CI26954
11088_13,CI28586
11092_13,CI24459
11094_13,CI25135
11095_13,CI23836
11099_13,CI24953
11102_13,CI24138
11107_13,CI26902
11108_13,CI26210
11109_13,CI24437
11112_13,CI25732
11113_13,CI26187
11114_13,CI26212
11115_13,CI26214
11116_13,CI24876
11119_13,CI26920
11123_13,CI26926
11125_13,CI26932
11128_13,CI26907
11131_13,CI26910
11132_13,CI23887
11135_13,CI25214
11144_13,CI27037
11147_13,CI26902
11149_13,CI23714
11154_13,CI28578
11155_13,CI24875
11156_13,CI28568
11160_13,CI23663
11168_13,CI26216
11173_13,CI25141
11174_13,CI23855
11175_13,CI25135
11178_13,CI24866
11180_13,CI26919
11182_13,CI26902
11183_13,CI23714
11184_13,CI24532
11186_13,CI23848
11187_13,CI26902
11188_13,CI24230
11195_13,CI24031
11203_13,CI26219
11204_13,CI28577
11206_13,CI26214
11207_13,CI23855
11210_13,CI24868
11213_13,CI26213
11214_13,CI24958
11218_13,CI26904
11219_13,CI24930
11223_13,CI26217
11224_13,CI26220
11228_13,CI28577
11231_13,CI25123
11233_13,CI26909
11234_13,CI23714
11243_13,CI24184
11244_13,CI23848
11245_13,CI26872
11251_13,CI24532
11252_13,CI23568
11254_13,CI26218
11255_13,CI27673
11257_13,CI24955
11262_13,CI24917
11266_13,CI23855
11267_13,CI26189
11268_13,CI24958
11269_13,CI28583
11270_13,CI24532
11272_13,CI24887
11273_13,CI26943
11279_13,CI26909
11283_13,CI26905
11286_13,CI23932
11289_13,CI25124
11293_13,CI23933
11294_13,CI27682
11295_13,CI26216
11296_13,CI24534
11297_13,CI26918
11299_13,CI26912
11301_13,CI26958
11302_13,CI24091
11303_13,CI24525
11305_13,CI26212
11309_13,CI26919
11310_13,CI26908
11311_13,CI26191
11313_13,CI25295
11314_13,CI25075
11334_13,CI24937
11337_13,CI24701
11338_13,CI26951
11339_13,CI24169
11341_13,CI25126
11343_13,CI26211
11344_13,CI26915
11345_13,CI26905
11349_13,CI26902
11351_13,CI25074
11352_13,CI24527
11356_13,CI26951
11357_13,CI24081
11358_13,CI26838
11359_13,CI26835
11360_13,CI25075
11361_13,CI26955
11362_13,CI26941
11363_13,CI27679
11365_13,CI25143
11366_13,CI26902
11367_13,CI25108
11374_13,CI24690
11376_13,CI26213
11377_13,CI24435
11379_13,CI28567
11380_13,CI26221
11382_13,CI25056
11385_13,CI25125
11387_13,CI25124
11389_13,CI26903
11391_13,CI24228
11396_13,CI26915
11397_13,CI26909
11399_13,CI26212
11400_13,CI26905
11410_13,CI26910
11412_13,CI26912
11414_13,CI26949
11415_13,CI26216
11418_13,CI24228
11425_13,CI26955
11429_13,CI23848
11435_13,CI26215
11436_13,CI26907
11440_13,CI24138
11441_13,CI28574
11444_13,CI25074
11447_13,CI23663
11448_13,CI24930
11449_13,CI23702
11453_13,CI24951
11458_13,CI24953
11459_13,CI26868
11460_13,CI23975
11461_13,CI26903
11467_13,CI28582
11468_13,CI28576
11470_13,CI25075
11471_13,CI24257
11472_13,CI26903
11475_13,CI25336
11478_13,CI24917
11479_13,CI23856
11485_13,CI24915
11486_13,CI26902
11487_13,CI28569
11489_13,CI27667
11490_13,CI23933
11496_13,CI26170
11499_13,CI24531
11501_13,CI28585
11503_13,CI24992
11506_13,CI26154
11511_13,CI24532
11514_13,CI25053
11518_13,CI26905
11519_13,CI28170
11520_13,CI28578
11522_13,CI26903
11527_13,CI26903
11530_13,CI24935
11531_13,CI27666
11533_13,CI27666
11534_13,CI26167
11537_13,CI27677
11540_13,CI24937
11543_13,CI27039
11544_13,CI28479
11548_13,CI27666
11556_13,CI24915
11557_13,CI26924
11559_13,CI28578
11562_13,CI26907
11570_13,CI24944
11572_13,CI27669
11575_13,CI26154
11579_13,CI24187
11582_13,CI26907
11583_13,CI24530
11584_13,CI26193
11585_13,CI24031
11587_13,CI26212
11589_13,CI26905
11590_13,CI26167
11592_13,CI25126
11594_13,CI26221
11599_13,CI25135
11601_13,CI26907
11604_13,CI26918
11614_13,CI24228
11615_13,CI27794
11620_13,CI26212
11622_13,CI28567
11623_13,CI26951
11624_13,CI23714
11629_13,CI24940
11631_13,CI25057
11634_13,CI25135
11636_13,CI25074
11637_13,CI26217
11640_13,CI24915
11641_13,CI27797
11642_13,CI23714
11643_13,CI28216
11645_13,CI25123
11646_13,CI26211
11647_13,CI24954
11648_13,CI26907
11649_13,CI26212
11650_13,CI26915
11654_13,CI23667
11656_13,CI26920
11661_13,CI26211
11669_13,CI26217
11670_13,CI24875
11673_13,CI26927
11675_13,CI28584
11678_13,CI28577
11679_13,CI26907
11680_13,CI26213
11684_13,CI27749
11685_13,CI23598
11690_13,CI27751
11691_13,CI28569
11696_13,CI24138
11698_13,CI25135
11707_13,CI26214
11714_13,CI25149
11722_13,CI26217
11723_13,CI24187
11725_13,CI25150
11726_13,CI25135
11732_13,CI27677
11734_13,CI24866
11737_13,CI26908
11745_13,CI25302
11746_13,CI26929
11747_13,CI28580
11753_13,CI26221
11754_13,CI24527
11756_13,CI26218
11758_13,CI26910
11762_13,CI24956
11764_13,CI27671
11767_13,CI26216
11769_13,CI26905
11771_13,CI26909
11772_13,CI23691
11775_13,CI24228
11776_13,CI24491
11777_13,CI24184
11783_13,CI26215
11791_13,CI26213
11792_13,CI28573
11794_13,CI25126
11800_13,CI28569
11803_13,CI24958
11807_13,CI23880
11808_13,CI28569
11809_13,CI24228
11813_13,CI26220
11815_13,CI28577
11824_13,CI25139
11825_13,CI26213
11832_13,CI24868
11834_13,CI28569
11836_13,CI26989
11839_13,CI23667
11842_13,CI26926
11843_13,CI27035
11844_13,CI26909
11845_13,CI27930
11846_13,CI26855
11854_13,CI26213
11855_13,CI26162
11858_13,CI27621
11860_13,CI26904
11862_13,CI23913
11865_13,CI26913
11868_13,CI24117
11874_13,CI24876
11879_13,CI26213
11880_13,CI26162
11882_13,CI23910
11884_13,CI28582
11886_13,CI24958
11894_13,CI23663
11895_13,CI27665
11900_13,CI28572
11901_13,CI26190
11902_13,CI26907
11905_13,CI26949
11906_13,CI26902
11909_13,CI26940
11910_13,CI26902
11911_13,CI24533
11914_13,CI23848
11917_13,CI26219
11920_13,CI27801
11922_13,CI24527
11924_13,CI24915
11926_13,CI25057
11928_13,CI26949
11934_13,CI26904
11935_13,CI24970
11937_13,CI26930
11938_13,CI26213
11945_13,CI26910
11954_13,CI26921
11956_13,CI27794
11957_13,CI27677
11958_13,CI26219
11959_13,CI26904
11961_13,CI26919
11962_13,CI25414
11964_13,CI26216
11965_13,CI26903
11966_13,CI26950
11971_13,CI26955
11981_13,CI23691
11982_13,CI23887
11983_13,CI24029
11985_13,CI26904
11989_13,CI24962
11991_13,CI24261
11992_13,CI26909
11994_13,CI24257
11996_13,CI26930
11998_13,CI25180
11999_13,CI26907
12001_13,CI26220
12002_13,CI26937
12004_13,CI26219
12005_13,CI26176
12008_13,CI26941
12011_13,CI23855
12012_13,CI24184
12016_13,CI25175
12017_13,CI26162
12022_13,CI23648
12023_13,CI27798
12027_13,CI26903
12030_13,CI26194
12032_13,CI24957
12033_13,CI26907
12037_13,CI24954
12038_13,CI26907
12040_13,CI23967
12051_13,CI27799
12054_13,CI27798
12057_13,CI26907
12058_13,CI24203
12060_13,CI25499
12062_13,CI24421
12064_13,CI26909
12066_13,CI25126
12070_13,CI24138
12079_13,CI28576
12080_13,CI25075
12090_13,CI26216
12091_13,CI23975
12093_13,CI23855
12095_13,CI26221
12096_13,CI25141
12099_13,CI23714
12101_13,CI27038
12105_13,CI24876
12110_13,CI25135
12112_13,CI27680
12122_13,CI26212
12125_13,CI24527
12130_13,CI26212
12131_13,CI26907
12133_13,CI26915
12137_13,CI26919
12139_13,CI24534
12142_13,CI26905
12143_13,CI26873
12144_13,CI25126
12145_13,CI23929
12146_13,CI26216
12147_13,CI25135
12148_13,CI26907
12149_13,CI26212
12151_13,CI25135
12152_13,CI26939
12154_13,CI26216
12157_13,CI27677
12158_13,CI26907
12161_13,CI26939
12166_13,CI24534
12171_13,CI23848
12176_13,CI24876
12177_13,CI26905
12178_13,CI26912
12179_13,CI26161
12182_13,CI25815
12184_13,CI26915
12185_13,CI24187
12186_13,CI23663
12187_13,CI23975
12189_13,CI26961
12191_13,CI24030
12193_13,CI24876
12196_13,CI24187
12197_13,CI23999
12198_13,CI24876
12201_13,CI23691
12204_13,CI24921
12206_13,CI24228
12213_13,CI26909
12219_13,CI24530
12220_13,CI26218
12221_13,CI24868
12223_13,CI26192
12224_13,CI24950
12226_13,CI24925
12227_13,CI27621
12233_13,CI26921
12234_13,CI24943
12235_13,CI25177
12238_13,CI25057
12239_13,CI24953
12242_13,CI26913
12246_13,CI23702
12247_13,CI27675
12249_13,CI24231
12251_13,CI26912
12252_13,CI24915
12260_13,CI24175
12264_13,CI26220
12265_13,CI26214
12266_13,CI26909
12267_13,CI25125
12268_13,CI26196
12270_13,CI26905
12272_13,CI26213
12275_13,CI23648
12276_13,CI25125
12277_13,CI26910
12279_13,CI26212
12280_13,CI24876
12282_13,CI26951
12283_13,CI24527
12286_13,CI23865
12290_13,CI24968
12291_13,CI24261
12294_13,CI25075
12296_13,CI26167
12299_13,CI23648
12300_13,CI24953
12301_13,CI26907
12303_13,CI24109
12306_13,CI26214
12308_13,CI26921
12313_13,CI26912
12321_13,CI26911
12323_13,CI23714
12327_13,CI26907
12329_13,CI26920
12330_13,CI26922
12337_13,CI23667
12338_13,CI24953
12339_13,CI23856
12341_13,CI26413
12342_13,CI24876
12345_13,CI24527
12346_13,CI26189
12348_13,CI26164
12350_13,CI24524
12351_13,CI26189
12356_13,CI26220
12357_13,CI24029
12358_13,CI27673
12359_13,CI23805
12361_13,CI26915
12362_13,CI26417
12363_13,CI25106
12365_13,CI24530
12366_13,CI23769
12369_13,CI24261
12377_13,CI25727
12381_13,CI25057
12382_13,CI26920
12383_13,CI24530
12384_13,CI26219
12388_13,CI26926
12389_13,CI26902
12394_13,CI24867
12400_13,CI24958
12402_13,CI24927
12407_13,CI23662
12408_13,CI26921
12409_13,CI24872
12410_13,CI24690
12412_13,CI26212
12413_13,CI26920
12420_13,CI26930
12421_13,CI24534
12422_13,CI24491
12423_13,CI26926
12424_13,CI26904
12425_13,CI25057
12429_13,CI27198
12435_13,CI25634
12436_13,CI23848
12441_13,CI26216
12444_13,CI26920
12445_13,CI24532
12446_13,CI24228
12447_13,CI26903
12455_13,CI23999
12457_13,CI26051
12458_13,CI25057
12460_13,CI26903
12461_13,CI24138
12464_13,CI26195
12467_13,CI26907
12469_13,CI24426
12470_13,CI24187
12475_13,CI24939
12478_13,CI24527
12480_13,CI24527
12482_13,CI27666
12483_13,CI28574
12484_13,CI26909
12485_13,CI24958
12486_13,CI23663
12487_13,CI25124
12489_13,CI27039
12490_13,CI26154
12492_13,CI25727
12494_13,CI24958
12498_13,CI24992
12500_13,CI23848
12501_13,CI26912
12505_13,CI23933
12506_13,CI25126
12508_13,CI23663
12522_13,CI23913
12525_13,CI26877
12526_13,CI25140
12527_13,CI26170
12530_13,CI26210
12531_13,CI23848
12538_13,CI24527
12542_13,CI26221
12544_13,CI26051
12545_13,CI27044
12548_13,CI26214
12550_13,CI27686
12553_13,CI25141
12554_13,CI24868
12556_13,CI25135
12561_13,CI27044
12573_13,CI24138
12575_13,CI26171
12576_13,CI26221
12578_13,CI26905
12581_13,CI26951
12582_13,CI26214
12583_13,CI26215
12587_13,CI26939
12589_13,CI26154
12591_13,CI26941
12593_13,CI23663
12594_13,CI26158
12601_13,CI24138
12611_13,CI23714
12615_13,CI26909
12616_13,CI26919
12617_13,CI26919
12618_13,CI26930
12622_13,CI27671
12626_13,CI28572
12632_13,CI24534
12633_13,CI26051
12638_13,CI24138
12640_13,CI24257
12645_13,CI25126
12647_13,CI26905
12650_13,CI24953
12651_13,CI24532
12652_13,CI26920
12657_13,CI26921
12660_13,CI24968
12663_13,CI23691
12664_13,CI24012
12666_13,CI26217
12674_13,CI24876
12676_13,CI26214
12679_13,CI26926
12680_13,CI23975
12681_13,CI24871
12682_13,CI26910
12683_13,CI26216
12684_13,CI26909
12685_13,CI26208
12686_13,CI23887
12691_13,CI24866
12696_13,CI26650
12700_13,CI23714
12701_13,CI26909
12702_13,CI24535
12715_13,CI26932
12717_13,CI26052
12720_13,CI23933
12721_13,CI23887
12724_13,CI26912
12727_13,CI25135
12730_13,CI27803
12731_13,CI26907
12733_13,CI26905
12734_13,CI26909
12737_13,CI24866
12738_13,CI27805
12739_13,CI26904
12742_13,CI26940
12743_13,CI26939
12744_13,CI24690
12745_13,CI26951
12748_13,CI26952
12749_13,CI26213
12751_13,CI28173
12755_13,CI26905
12757_13,CI26902
12758_13,CI26909
12759_13,CI24531
12761_13,CI26955
12763_13,CI23776
12766_13,CI27806
12768_13,CI26941
12769_13,CI26943
12770_13,CI26951
12771_13,CI26952
12772_13,CI26907
12773_13,CI26941
12776_13,CI26939
12779_13,CI26221
12781_13,CI28580
12783_13,CI27807
12784_13,CI26218
